ParticipantId,chatbot_conversation_history_personalization,search_history_personalization,email_personalization,device_personalization,chatbot_conversation_history_valuation,search_history_valuation,email_valuation,device_valuation,search_engine_history,popularity_history,content_mod_history,product_recs_history,concerned_pc,trust_pc,privacy_important_pc,concerns_gpt_pc,private_gpt_pc,inaccurate_info_concern,not_understanding_what_AI_can_do_concern,misused_concern,Usage,year_start_using,account_type,role,location,purpose,content,consent,anonymity,privacy,appropriate_score,concern_score
7708,0,0,0,0,0,0,0,0,0,0,0,0,100,5,100,100,0,100,100,100,Weekly,2024,ChatGPT Free Subscription,a charitable foundation,the US,fighting terrorism,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,not removed,67,68
7709,,0,0,0,,0,0,0,100,20,37,100,92,50,100,100,0,100,100,100,Less than Monthly,2023 or earlier,No Account,a big tech company,China,personalizing advertising,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,automatically removed,0,100
7710,49,0,0,0,100,0,0,0,100,100,100,100,80,50,100,70,50,70,100,100,Weekly,2024,ChatGPT Free Subscription,a government agency,China,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,automatically removed,100,0
7711,60,72,34,32,75,83,50,45,71,51,56,87,65,71,97,72,62,69,79,68,Less than Monthly,2025,No Account,an insurance company,the European Union,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,automatically removed,25,68
7712,20,1,50,0,50,50,80,50,49,0,15,49,100,0,100,100,50,100,100,100,Weekly,2024,ChatGPT Free Subscription,a charitable foundation,the US,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,not anonymized,automatically removed,70,100
7713,71,3,0,39,75,0,0,49,0,0,0,0,65,16,81,10,50,36,69,12,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,not removed,42,29
7714,60,21,3,3,60,13,3,2,31,30,36,20,86,56,94,95,35,93,86,83,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,China,fighting terrorism,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,not removed,24,84
7715,84,65,2,4,25,14,2,3,4,6,3,6,80,62,100,70,19,92,92,100,Monthly,2024,ChatGPT Free Subscription,a university social science researcher,the US,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,not removed,0,100
7716,75,40,85,45,80,40,80,40,70,85,85,85,95,75,100,95,80,90,75,95,Weekly,2023 or earlier,ChatGPT Pro,a government agency,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,automatically removed,60,95
7717,50,0,0,0,50,0,0,0,50,0,50,0,70,90,100,90,50,55,10,55,Less than Monthly,2025,No Account,a government agency,China,studying AI risks to society,All of your conversations with ChatGPT,informed that your data was collected,not anonymized,automatically removed,0,100
7718,20,8,18,4,5,7,5,11,8,10,12,14,95,68,97,100,51,100,86,100,Weekly,2024,ChatGPT Free Subscription,an insurance company,the European Union,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,automatically removed,100,27
7719,62,40,60,65,74,75,62,81,88,75,83,89,60,70,100,48,56,62,70,35,Monthly,2024,ChatGPT Free Subscription,a hospital,the European Union,training future AI models,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,automatically removed,26,70
7720,21,9,2,0,0,0,0,0,0,0,0,0,61,62,50,57,31,58,84,57,Daily,2024,ChatGPT Free Subscription,a university social science researcher,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,not removed,50,50
7721,80,40,21,10,87,43,23,14,76,35,33,62,76,28,84,60,53,91,68,80,Weekly,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,China,fighting terrorism,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,automatically removed,60,35
7722,70,20,0,0,30,15,0,0,40,0,0,40,90,30,100,90,0,75,,75,Less than Monthly,2023 or earlier,ChatGPT Free Subscription,an insurance company,China,improving user experience with AI,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,automatically removed,6,100
7723,50,8,0,0,60,0,0,0,50,50,63,74,75,70,90,90,8,98,80,90,Less than Monthly,2023 or earlier,No Account,a university computer science researcher,the US,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,not removed,75,50
7724,70,30,0,0,80,40,0,0,70,0,50,0,100,29,100,90,30,65,60,75,Weekly,2024,No Account,a charitable foundation,the European Union,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,20,100
7725,60,50,50,61,60,60,61,61,60,50,65,57,70,26,80,60,65,65,75,75,Weekly,2023 or earlier,ChatGPT Free Subscription,a government agency,the European Union,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,automatically removed,29,75
7726,40,0,0,0,90,0,0,0,64,32,52,72,80,45,100,61,56,72,40,88,Weekly,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the US,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,not removed,61,44
7727,50,0,50,50,50,50,100,50,100,0,0,0,100,50,100,100,0,100,100,100,Less than Monthly,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the European Union,predicting human behavior,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,automatically removed,0,100
7728,100,100,50,75,100,100,50,75,100,50,50,60,10,75,65,15,80,40,75,25,Weekly,2024,No Account,a big tech company,the US,improving user experience with AI,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,not removed,55,50
7729,80,68,82,65,84,68,85,70,50,50,18,50,72,71,92,50,50,62,50,67,Monthly,2024,ChatGPT Free Subscription,a big tech company,the US,predicting human behavior,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,automatically removed,65,50
7730,30,30,15,15,30,30,15,15,33,5,10,5,75,30,75,85,20,50,70,85,Monthly,2024,No Account,a charitable foundation,China,training future AI models,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,36,67
7731,78,0,0,0,60,0,0,0,34,3,14,13,68,36,92,35,23,55,29,43,Weekly,2023 or earlier,ChatGPT Free Subscription,a hospital,China,predicting human behavior,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,not anonymized,not removed,20,62
7732,100,0,0,0,100,0,0,0,100,66,76,0,30,60,100,10,70,100,100,5,Daily,2023 or earlier,ChatGPT Free Subscription,a government agency,the US,personalizing advertising,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,automatically removed,29,0
7733,0,60,0,80,0,80,0,100,0,0,0,70,75,70,100,75,0,80,100,100,Less than Monthly,2024,No Account,a university social science researcher,the European Union,assessing mental health,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,0,100
7734,60,0,0,10,82,10,0,10,85,10,50,70,90,40,100,85,40,90,60,81,Monthly,2024,ChatGPT Free Subscription,an insurance company,the European Union,improving user experience with AI,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,automatically removed,41,100
7735,50,50,0,0,50,50,0,0,50,0,0,0,50,25,75,50,0,100,75,50,Weekly,2024,ChatGPT Free Subscription,a government agency,the European Union,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,not removed,0,100
7736,67,77,60,72,77,65,86,71,64,74,42,59,71,67,85,63,63,73,79,62,Less than Monthly,2024,No Account,a hospital,China,improving user experience with AI,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,not anonymized,not removed,82,63
7737,100,35,35,15,100,50,40,30,100,25,25,90,25,35,75,30,10,80,50,60,Monthly,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,the US,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,not removed,45,33
7738,34,74,14,36,14,79,29,79,78,65,77,69,61,72,71,22,73,70,74,74,Weekly,2023 or earlier,ChatGPT Free Subscription,a government agency,China,training future AI models,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,not anonymized,automatically removed,81,81
7739,50,0,0,20,0,0,0,50,50,0,0,60,71,50,80,61,50,70,65,66,Less than Monthly,2024,No Account,a university computer science researcher,the European Union,training future AI models,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,not removed,24,90
7740,70,70,70,70,80,80,80,80,60,60,60,60,80,60,100,80,60,80,70,80,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,China,studying AI risks to society,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,automatically removed,0,100
7741,100,0,0,0,100,0,0,0,0,0,0,0,90,80,100,50,0,100,50,90,Less than Monthly,2023 or earlier,ChatGPT Free Subscription,a government agency,the European Union,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,automatically removed,15,100
7742,100,100,8,60,100,100,11,58,100,0,30,60,17,27,61,10,37,100,32,34,Daily,2023 or earlier,No Account,an insurance company,China,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,not anonymized,automatically removed,40,19
7743,93,0,0,0,90,0,0,0,0,0,0,80,70,30,90,10,85,100,86,73,Weekly,2025,ChatGPT Free Subscription,a government agency,the European Union,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,automatically removed,0,100
7744,100,90,80,95,100,95,90,100,95,0,0,100,20,90,100,2,99,80,0,2,Daily,2024,ChatGPT Plus,a government agency,China,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,not removed,15,85
7745,30,0,0,0,30,0,0,0,0,0,0,0,100,20,100,75,20,90,40,100,Weekly,2024,ChatGPT Free Subscription,a government agency,the European Union,studying AI risks to society,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,not anonymized,automatically removed,0,100
7746,100,100,0,70,90,95,0,95,85,85,70,100,60,90,95,0,100,85,35,0,Daily,2024,ChatGPT Plus,a university social science researcher,the US,predicting human behavior,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,not removed,0,100
7747,56,42,0,0,70,41,0,0,45,42,46,34,97,44,100,42,35,61,68,78,Monthly,2023 or earlier,ChatGPT Free Subscription,a government agency,the US,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,not removed,0,100
7748,65,0,0,0,70,0,0,0,0,50,60,80,40,70,90,60,30,70,80,100,Less than Monthly,2024,No Account,a government agency,the US,improving user experience with AI,All of your conversations with ChatGPT,informed that your data was collected,anonymized,not removed,40,70
7749,82,24,15,30,71,4,4,4,71,34,40,79,65,40,80,71,50,71,80,70,Weekly,2025,ChatGPT Free Subscription,a government agency,the European Union,improving user experience with AI,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,not removed,45,69
7750,81,82,32,32,81,81,63,0,0,0,0,0,82,0,100,19,40,9,100,25,Daily,2023 or earlier,ChatGPT Plus,an insurance company,the European Union,training future AI models,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,anonymized,automatically removed,0,100
7751,90,21,0,0,100,62,0,0,27,25,0,87,100,25,99,95,32,97,98,34,Weekly,2025,No Account,an insurance company,the European Union,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,not removed,35,67
7752,65,0,0,,72,0,0,0,0,0,0,0,100,0,100,100,0,100,100,100,Daily,2023 or earlier,ChatGPT Plus,a hospital,the European Union,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,not removed,100,0
7753,70,75,40,35,80,80,70,70,75,60,75,70,65,85,90,30,80,20,30,20,Weekly,2024,ChatGPT Plus,a university computer science researcher,the US,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,not anonymized,automatically removed,80,20
7754,100,35,0,0,100,0,30,0,30,0,40,30,30,50,100,30,80,60,20,30,Daily,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,China,studying AI risks to society,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,not removed,0,100
7755,75,75,0,30,85,85,85,85,70,65,51,60,70,30,75,55,30,60,70,75,Daily,2024,ChatGPT Free Subscription,an insurance company,the European Union,training future AI models,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,not removed,0,100
7756,82,60,53,3,70,56,53,12,70,33,15,56,72,43,91,52,50,64,53,59,Weekly,2024,ChatGPT Free Subscription,a big tech company,China,creating a public dataset for AI research,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,not anonymized,automatically removed,55,40
7757,0,0,0,0,0,0,0,0,0,0,0,0,100,10,100,100,0,100,100,100,Monthly,2023 or earlier,ChatGPT Plus,a government agency,China,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,not anonymized,automatically removed,0,100
7758,71,28,31,58,54,44,23,50,76,100,76,96,73,34,100,55,75,57,74,42,Weekly,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the European Union,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,automatically removed,0,100
7759,100,45,5,15,100,45,5,25,80,5,40,0,100,15,100,90,15,100,40,100,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,China,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,not removed,0,100
7760,39,20,6,0,37,29,15,0,40,19,19,55,66,71,80,55,44,68,59,78,Weekly,2024,ChatGPT Free Subscription,a hospital,the US,assessing mental health,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,anonymized,not removed,11,83
7761,91,64,37,41,100,92,59,58,81,28,40,58,62,46,74,46,76,61,65,63,Less than Monthly,2024,ChatGPT Free Subscription,a government agency,the US,creating a public dataset for AI research,All of your conversations with ChatGPT,not informed that your data was collected,anonymized,automatically removed,71,40
7762,90,70,40,18,100,80,30,18,61,30,15,60,60,40,70,30,30,80,60,90,Weekly,2023 or earlier,ChatGPT Free Subscription,a hospital,the European Union,training future AI models,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,not removed,60,93
7763,60,50,50,50,83,86,86,85,50,50,50,50,85,65,81,60,60,70,65,65,Daily,2023 or earlier,ChatGPT Free Subscription,a government agency,China,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,not removed,50,50
7764,83,8,18,14,68,7,28,16,7,0,5,4,76,39,79,76,91,93,100,58,Weekly,2023 or earlier,ChatGPT Plus,an insurance company,China,assessing mental health,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,not removed,15,86
7765,70,5,0,0,0,0,0,0,20,0,30,10,90,80,100,100,0,80,50,100,Less than Monthly,2024,No Account,a university social science researcher,China,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,not removed,14,97
7766,92,56,0,0,63,65,0,0,73,2,62,76,100,21,100,95,7,65,59,100,Weekly,2024,ChatGPT Free Subscription,a charitable foundation,the US,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,automatically removed,27,79
7767,100,20,100,0,100,0,100,0,100,100,100,100,100,15,78,80,11,62,61,71,Monthly,2024,No Account,a university social science researcher,the US,predicting human behavior,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,automatically removed,100,0
7768,25,25,0,5,10,10,0,10,15,0,0,0,100,80,100,100,20,95,95,100,Weekly,2023 or earlier,ChatGPT Free Subscription,a big tech company,the European Union,improving user experience with AI,All of your conversations with ChatGPT,not informed that your data was collected,not anonymized,automatically removed,0,100
7769,70,40,30,30,70,50,40,40,70,40,60,60,60,40,80,30,80,30,70,20,Daily,2024,ChatGPT Free Subscription,a charitable foundation,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,not removed,62,27
7770,87,62,32,49,84,70,74,83,25,4,67,25,39,39,96,34,17,90,30,97,Weekly,2023 or earlier,ChatGPT Free Subscription,a big tech company,the European Union,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,not removed,75,62
7771,100,100,100,100,100,100,100,100,100,0,0,100,66,37,65,19,85,69,22,26,Daily,2023 or earlier,ChatGPT Plus,a university social science researcher,the European Union,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,not removed,7,94
7772,75,20,20,25,20,10,5,0,65,30,80,60,75,30,90,30,80,15,90,85,Weekly,2024,ChatGPT Free Subscription,an insurance company,the European Union,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,not removed,35,70
7773,65,50,40,40,60,40,40,40,40,55,55,60,75,75,100,65,70,60,60,61,Monthly,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the US,predicting human behavior,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,automatically removed,70,40
7774,81,20,0,10,50,0,0,0,61,0,0,64,62,60,78,56,56,77,65,82,Weekly,2024,ChatGPT Free Subscription,a university social science researcher,the European Union,predicting human behavior,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,not anonymized,automatically removed,0,54
7775,10,0,0,0,10,0,0,0,0,0,0,0,80,40,90,80,10,60,61,60,Less than Monthly,2025,ChatGPT Free Subscription,an insurance company,the US,fighting terrorism,All of your conversations with ChatGPT,not informed that your data was collected,anonymized,automatically removed,10,100
7776,100,40,0,0,90,40,0,0,50,0,0,70,90,80,100,70,60,55,80,75,Daily,2024,ChatGPT Free Subscription,a university social science researcher,China,training future AI models,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,automatically removed,45,90
7777,8,3,0,0,15,13,19,10,59,70,63,31,68,77,65,74,71,69,85,69,Weekly,2024,ChatGPT Free Subscription,a government agency,the US,predicting human behavior,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,automatically removed,8,90
7778,62,62,32,61,90,90,46,60,50,32,34,33,75,10,76,81,30,60,62,67,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,the European Union,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,automatically removed,43,59
7779,80,0,100,5,100,5,55,0,100,0,75,10,65,80,100,15,55,100,100,25,Monthly,2024,ChatGPT Free Subscription,an insurance company,the US,improving user experience with AI,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,not removed,45,55
7780,74,35,14,15,70,60,39,26,70,4,0,10,22,40,72,30,20,72,88,75,Daily,2023 or earlier,ChatGPT Plus,a hospital,the European Union,training future AI models,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,anonymized,automatically removed,8,88
7781,65,0,0,63,100,100,100,100,62,14,69,59,100,55,100,100,0,90,71,100,Daily,2024,ChatGPT Plus,an insurance company,China,assessing mental health,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,0,100
7782,77,76,24,21,76,77,24,18,70,0,0,72,77,54,73,62,61,84,66,72,Weekly,2024,No Account,a government agency,the European Union,predicting human behavior,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,automatically removed,19,100
7783,57,59,57,59,58,64,60,67,51,54,72,53,58,62,68,55,55,57,61,59,Weekly,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,China,creating a public dataset for AI research,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,not removed,66,69
7784,0,100,0,0,100,100,0,0,100,0,0,100,100,50,100,100,50,50,100,100,Daily,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,China,personalizing advertising,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,not anonymized,not removed,100,0
7785,73,32,8,40,78,30,17,29,27,36,46,53,95,85,81,90,15,100,100,100,Less than Monthly,2025,No Account,a charitable foundation,China,improving user experience with AI,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,not removed,8,100
7786,50,82,66,50,85,92,62,45,100,100,100,100,75,50,100,50,90,85,100,24,Daily,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,the European Union,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,not anonymized,not removed,81,12
7787,0,0,0,0,0,0,0,0,0,0,0,0,100,10,100,100,0,92,94,80,Monthly,2023 or earlier,ChatGPT Plus,a government agency,the European Union,assessing mental health,All of your conversations with ChatGPT,not informed that your data was collected,not anonymized,automatically removed,0,100
7788,75,75,75,100,100,100,100,100,50,0,0,100,80,0,100,100,0,60,80,0,Daily,2023 or earlier,ChatGPT Plus,an insurance company,the US,fighting terrorism,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,anonymized,automatically removed,0,100
7789,60,30,5,5,70,35,5,5,60,0,10,30,80,40,90,20,30,40,75,70,Monthly,2024,ChatGPT Free Subscription,a university computer science researcher,China,fighting terrorism,All of your conversations with ChatGPT,not informed that your data was collected,not anonymized,not removed,40,75
7790,64,63,0,0,83,82,0,0,70,0,0,58,100,30,100,25,0,71,24,82,Less than Monthly,2025,ChatGPT Free Subscription,a government agency,the US,assessing mental health,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,100,100
7791,20,0,0,5,20,5,20,15,10,0,10,0,100,20,100,100,20,100,85,90,Weekly,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,China,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,90,10
7792,73,71,0,0,100,74,0,0,66,0,0,63,100,0,100,100,20,89,74,84,Monthly,2024,ChatGPT Free Subscription,an insurance company,China,training future AI models,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,not anonymized,not removed,7,89
7793,100,75,0,25,100,30,0,30,100,100,100,100,10,75,100,5,80,3,25,10,Daily,2023 or earlier,ChatGPT Plus,a big tech company,China,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,not removed,60,40
7794,40,18,0,0,27,0,0,0,62,0,0,31,70,41,100,80,7,60,100,85,Less than Monthly,2024,No Account,a charitable foundation,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,not anonymized,automatically removed,67,88
7795,67,85,0,0,62,75,0,0,67,12,13,68,66,59,100,62,62,92,62,81,Monthly,2024,No Account,a university computer science researcher,the US,training future AI models,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,20,100
7796,92,50,32,6,100,64,39,0,75,78,50,77,25,23,65,52,60,90,50,50,Weekly,2024,ChatGPT Free Subscription,an insurance company,the European Union,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,not removed,24,75
7797,50,70,50,10,60,70,20,10,65,0,0,0,60,75,90,35,65,35,10,40,Less than Monthly,2023 or earlier,ChatGPT Free Subscription,a big tech company,the European Union,studying AI risks to society,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,not removed,0,90
7798,69,41,18,12,80,34,16,7,64,36,55,64,80,40,72,80,26,62,77,74,Weekly,2024,No Account,a hospital,the US,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,41,60
7799,15,35,5,0,5,0,0,0,81,25,36,66,94,60,89,87,25,91,84,76,Weekly,2024,ChatGPT Free Subscription,an insurance company,the European Union,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,not removed,0,98
7800,80,10,0,0,90,40,0,0,60,0,60,0,80,60,100,40,80,70,40,60,Daily,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the European Union,personalizing advertising,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,automatically removed,40,60
7801,80,50,15,15,80,80,10,10,80,80,80,80,71,50,90,70,50,80,50,70,Weekly,2024,ChatGPT Free Subscription,a big tech company,the US,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,50,50
7802,69,0,0,17,0,0,0,0,0,0,0,65,98,12,90,100,2,90,92,99,Daily,2023 or earlier,ChatGPT Free Subscription,a government agency,the European Union,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,not removed,0,100
7803,78,26,2,7,95,10,0,0,17,0,2,0,100,19,100,100,19,87,31,100,Monthly,2024,ChatGPT Free Subscription,a hospital,the European Union,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,anonymized,not removed,18,97
7804,60,10,0,50,88,9,0,50,55,0,0,31,100,12,96,89,25,86,95,77,Daily,2024,ChatGPT Free Subscription,a big tech company,the European Union,fighting terrorism,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,automatically removed,29,100
7805,100,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,100,100,Monthly,2023 or earlier,ChatGPT Free Subscription,a government agency,the European Union,improving user experience with AI,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,not removed,60,40
7806,100,20,5,20,29,20,10,25,30,39,70,61,80,31,72,71,32,90,41,97,Weekly,2024,ChatGPT Free Subscription,a hospital,the European Union,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,automatically removed,40,62
7807,13,0,0,0,14,0,0,0,0,0,0,0,100,21,100,85,18,77,91,100,Monthly,2024,ChatGPT Free Subscription,a charitable foundation,China,improving user experience with AI,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,not anonymized,not removed,0,100
7808,81,0,0,0,100,0,0,0,0,0,0,0,100,0,100,100,0,100,65,100,Weekly,2024,ChatGPT Free Subscription,a hospital,China,personalizing advertising,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,anonymized,not removed,67,66
7809,46,8,0,3,53,45,0,0,37,54,53,60,70,54,100,25,80,87,63,77,Less than Monthly,2025,No Account,a big tech company,the US,predicting human behavior,All of your conversations with ChatGPT,not informed that your data was collected,not anonymized,automatically removed,0,100
7810,71,70,60,50,70,70,70,60,61,20,20,66,90,19,91,81,18,80,60,70,Weekly,2024,ChatGPT Free Subscription,a big tech company,the European Union,improving user experience with AI,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,not anonymized,automatically removed,71,62
7811,100,70,40,20,100,70,40,20,70,10,50,80,60,30,80,50,50,60,50,50,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,the European Union,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,not removed,50,100
7812,68,27,11,12,71,31,15,13,35,4,8,22,82,30,100,67,31,72,34,78,Less than Monthly,2024,No Account,a big tech company,the US,training future AI models,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,83,62
